sample	chrom	co_pos_mid	co_pos_min	co_pos_max	co_pos_range	cross	co_from_parent	co_to_parent
7C421/PG0043-C/ERR015459	b'Pf3D7_14_v3'	2284414	2283185	2285644	2459	hb3_dd2	dd2	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_14_v3'	2288814	2284878	2292750	7872	3d7_hb3	hb3	3d7
C02/PG0067-C/ERR019073	b'Pf3D7_14_v3'	2313588	2313295	2313881	586	3d7_hb3	hb3	3d7
C08/PG0071-C/ERR019074	b'Pf3D7_14_v3'	2318224	2317482	2318967	1485	3d7_hb3	hb3	3d7
QC01/PG0017-C/ERR019050	b'Pf3D7_14_v3'	2341955	2341670	2342241	571	hb3_dd2	hb3	dd2
7C101/PG0074-C/ERR019048	b'Pf3D7_14_v3'	2346789	2345788	2347791	2003	hb3_dd2	hb3	dd2
1BB5/PG0023-C/ERR015449	b'Pf3D7_14_v3'	2350315	2349814	2350817	1003	hb3_dd2	dd2	hb3
7C126/PG0047-C/ERR015452	b'Pf3D7_14_v3'	2357283	2356428	2358138	1710	hb3_dd2	dd2	hb3
C10/PG0063-C/ERR019060	b'Pf3D7_14_v3'	2359202	2358138	2360266	2128	3d7_hb3	3d7	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	2372675	2371996	2373355	1359	hb3_dd2	hb3	dd2
C09/PG0072-C/ERR019057	b'Pf3D7_14_v3'	2387774	2387682	2387866	184	3d7_hb3	3d7	hb3
QC34/PG0026-C/ERR015453	b'Pf3D7_14_v3'	2425525	2424738	2426312	1574	hb3_dd2	hb3	dd2
7C408/PG0031-C/ERR015458	b'Pf3D7_14_v3'	2480542	2479859	2481226	1367	hb3_dd2	dd2	hb3
7C424/PG0044-C/ERR019043	b'Pf3D7_14_v3'	2509468	2508075	2510862	2787	hb3_dd2	hb3	dd2
QC01/PG0017-C/ERR019050	b'Pf3D7_14_v3'	2509468	2508075	2510862	2787	hb3_dd2	dd2	hb3
7C183/PG0042-C/ERR015448	b'Pf3D7_14_v3'	2517016	2516182	2517850	1668	hb3_dd2	dd2	hb3
TF1/PG0080-C/ERR027103	b'Pf3D7_14_v3'	2525297	2524980	2525614	634	7g8_gb4	gb4	7g8
QC23/PG0045-C/ERR012892	b'Pf3D7_14_v3'	2537713	2537558	2537868	310	hb3_dd2	dd2	hb3
1BB5/PG0023-C/ERR015449	b'Pf3D7_14_v3'	2559859	2559323	2560395	1072	hb3_dd2	hb3	dd2
JC9/PG0111-CW/ERR045634	b'Pf3D7_14_v3'	2564666	2564103	2565230	1127	7g8_gb4	7g8	gb4
C10/PG0063-C/ERR019060	b'Pf3D7_14_v3'	2631903	2630924	2632883	1959	3d7_hb3	hb3	3d7
JB12/PG0099-C/ERR029146	b'Pf3D7_14_v3'	2636560	2635618	2637502	1884	7g8_gb4	7g8	gb4
C09/PG0072-C/ERR019057	b'Pf3D7_14_v3'	2696690	2695923	2697458	1535	3d7_hb3	hb3	3d7
C12/PG0058-C/ERR019063	b'Pf3D7_14_v3'	2705756	2705589	2705923	334	3d7_hb3	3d7	hb3
TC05/PG0027-C/ERR015450	b'Pf3D7_14_v3'	2800257	2799704	2800810	1106	hb3_dd2	dd2	hb3
QF5/PG0078-C/ERR029092	b'Pf3D7_14_v3'	2800754	2800077	2801431	1354	7g8_gb4	7g8	gb4
C03/PG0066-C/ERR019072	b'Pf3D7_14_v3'	2810632	2808722	2812542	3820	3d7_hb3	hb3	3d7
7C7/PG0048-C/ERR019049	b'Pf3D7_14_v3'	2817285	2815844	2818726	2882	hb3_dd2	hb3	dd2
QC01/PG0017-C/ERR019050	b'Pf3D7_14_v3'	2832135	2831763	2832507	744	hb3_dd2	hb3	dd2
C12/PG0058-C/ERR019063	b'Pf3D7_14_v3'	2862354	2862049	2862659	610	3d7_hb3	hb3	3d7
D43/PG0029-Cx/ERR107474	b'Pf3D7_14_v3'	2866421	2866225	2866618	393	hb3_dd2	dd2	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_14_v3'	2871114	2870555	2871674	1119	7g8_gb4	gb4	7g8
NF10/PG0096-C/ERR027108	b'Pf3D7_14_v3'	2879887	2879426	2880349	923	7g8_gb4	7g8	gb4
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	2880987	2880349	2881626	1277	hb3_dd2	dd2	hb3
C07/PG0070-C/ERR019056	b'Pf3D7_14_v3'	2919851	2918951	2920751	1800	3d7_hb3	hb3	3d7
XG10/PG0109-C/ERR029405	b'Pf3D7_14_v3'	2923979	2919110	2928848	9738	7g8_gb4	7g8	gb4
JC9/PG0111-CW/ERR045634	b'Pf3D7_14_v3'	2927817	2926786	2928848	2062	7g8_gb4	gb4	7g8
C04/PG0061-C/ERR019059	b'Pf3D7_14_v3'	2948766	2947860	2949672	1812	3d7_hb3	hb3	3d7
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	2964120	2962915	2965326	2411	hb3_dd2	hb3	dd2
C04/PG0061-C/ERR019059	b'Pf3D7_14_v3'	2964670	2963755	2965586	1831	3d7_hb3	3d7	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_14_v3'	2998914	2998410	2999418	1008	7g8_gb4	7g8	gb4
XE7/PG0106-C/ERR029407	b'Pf3D7_14_v3'	3011020	3010607	3011433	826	7g8_gb4	gb4	7g8
XG10/PG0109-C/ERR029405	b'Pf3D7_14_v3'	3032460	3031269	3033652	2383	7g8_gb4	gb4	7g8
7C183/PG0042-C/ERR015448	b'Pf3D7_14_v3'	3050549	3049910	3051189	1279	hb3_dd2	hb3	dd2
7C16/PG0036-C/ERR015455	b'Pf3D7_14_v3'	3066809	3063690	3069929	6239	hb3_dd2	hb3	dd2
C04/PG0061-C/ERR019059	b'Pf3D7_14_v3'	3095754	3086351	3105157	18806	3d7_hb3	hb3	3d7
XG10/PG0109-C/ERR029405	b'Pf3D7_14_v3'	3113249	3112009	3114489	2480	7g8_gb4	7g8	gb4
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_14_v3'	3117315	3117289	3117342	53	hb3_dd2	hb3	dd2
TF1/PG0080-C/ERR027103	b'Pf3D7_14_v3'	3141399	3140410	3142389	1979	7g8_gb4	7g8	gb4
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_14_v3'	3184287	3182995	3185580	2585	hb3_dd2	dd2	hb3
C04/PG0061-C/ERR019059	b'Pf3D7_14_v3'	3201124	3200082	3202166	2084	3d7_hb3	3d7	hb3
NIC/PG0095-CW/ERR045631	b'Pf3D7_14_v3'	3224288	3222804	3225773	2969	7g8_gb4	7g8	gb4
